"TIME","GEO","ICCS","LEG_STAT","SEX","UNIT","Value","Flag and Footnotes"
"2016","Montenegro","Rape","Convicted person","Total","Number","7",""
"2016","Montenegro","Sexual assault","Convicted person","Total","Number","11",""
"2017","Belgium","Intentional homicide","Convicted person","Total","Number","99",""
"2017","Belgium","Rape","Convicted person","Total","Number","325",""
"2017","Belgium","Sexual assault","Convicted person","Total","Number","431",""
"2017","Bulgaria","Intentional homicide","Convicted person","Total","Number","76",""
"2017","Bulgaria","Rape","Convicted person","Total","Number","47",""
"2017","Bulgaria","Sexual assault","Convicted person","Total","Number","81",""
"2017","Czechia","Intentional homicide","Convicted person","Total","Number","82",""
"2017","Czechia","Rape","Convicted person","Total","Number","207",""
"2017","Czechia","Sexual assault","Convicted person","Total","Number","357",""
"2017","Denmark","Intentional homicide","Convicted person","Total","Number","33",""
"2017","Denmark","Rape","Convicted person","Total","Number","227",""
"2017","Denmark","Sexual assault","Convicted person","Total","Number","317",""
"2017","Germany (until 1990 former territory of the FRG)","Intentional homicide","Convicted person","Total","Number","298",""
"2017","Germany (until 1990 former territory of the FRG)","Rape","Convicted person","Total","Number","1,093",""
"2017","Germany (until 1990 former territory of the FRG)","Sexual assault","Convicted person","Total","Number","2,743",""
"2017","Estonia","Intentional homicide","Convicted person","Total","Number","29",""
"2017","Estonia","Rape","Convicted person","Total","Number","27",""
"2017","Estonia","Sexual assault","Convicted person","Total","Number","35",""
"2017","Ireland","Intentional homicide","Convicted person","Total","Number",":",""
"2017","Ireland","Rape","Convicted person","Total","Number",":",""
"2017","Ireland","Sexual assault","Convicted person","Total","Number",":",""
"2017","Greece","Intentional homicide","Convicted person","Total","Number",":",""
"2017","Greece","Rape","Convicted person","Total","Number",":",""
"2017","Greece","Sexual assault","Convicted person","Total","Number",":",""
"2017","Spain","Intentional homicide","Convicted person","Total","Number","194",""
"2017","Spain","Rape","Convicted person","Total","Number","25",""
"2017","Spain","Sexual assault","Convicted person","Total","Number","414",""
"2017","France","Intentional homicide","Convicted person","Total","Number","346",""
"2017","France","Rape","Convicted person","Total","Number","994",""
"2017","France","Sexual assault","Convicted person","Total","Number","5,272",""
"2017","Croatia","Intentional homicide","Convicted person","Total","Number","63",""
"2017","Croatia","Rape","Convicted person","Total","Number","86",""
"2017","Croatia","Sexual assault","Convicted person","Total","Number","32",""
"2017","Italy","Intentional homicide","Convicted person","Total","Number","590",""
"2017","Italy","Rape","Convicted person","Total","Number",":",""
"2017","Italy","Sexual assault","Convicted person","Total","Number",":",""
"2017","Cyprus","Intentional homicide","Convicted person","Total","Number","16",""
"2017","Cyprus","Rape","Convicted person","Total","Number","10",""
"2017","Cyprus","Sexual assault","Convicted person","Total","Number","12",""
"2017","Latvia","Intentional homicide","Convicted person","Total","Number","102",""
"2017","Latvia","Rape","Convicted person","Total","Number","57",""
"2017","Latvia","Sexual assault","Convicted person","Total","Number","24",""
"2017","Lithuania","Intentional homicide","Convicted person","Total","Number","148",""
"2017","Lithuania","Rape","Convicted person","Total","Number","78",""
"2017","Lithuania","Sexual assault","Convicted person","Total","Number","139",""
"2017","Luxembourg","Intentional homicide","Convicted person","Total","Number","1",""
"2017","Luxembourg","Rape","Convicted person","Total","Number","17",""
"2017","Luxembourg","Sexual assault","Convicted person","Total","Number","35",""
"2017","Hungary","Intentional homicide","Convicted person","Total","Number","91",""
"2017","Hungary","Rape","Convicted person","Total","Number","223",""
"2017","Hungary","Sexual assault","Convicted person","Total","Number","65",""
"2017","Malta","Intentional homicide","Convicted person","Total","Number","1",""
"2017","Malta","Rape","Convicted person","Total","Number",":",""
"2017","Malta","Sexual assault","Convicted person","Total","Number",":",""
"2017","Netherlands","Intentional homicide","Convicted person","Total","Number","550",""
"2017","Netherlands","Rape","Convicted person","Total","Number","266",""
"2017","Netherlands","Sexual assault","Convicted person","Total","Number","193",""
"2017","Austria","Intentional homicide","Convicted person","Total","Number","24",""
"2017","Austria","Rape","Convicted person","Total","Number","188",""
"2017","Austria","Sexual assault","Convicted person","Total","Number","161",""
"2017","Poland","Intentional homicide","Convicted person","Total","Number","210",""
"2017","Poland","Rape","Convicted person","Total","Number","402",""
"2017","Poland","Sexual assault","Convicted person","Total","Number","143",""
"2017","Portugal","Intentional homicide","Convicted person","Total","Number","63",""
"2017","Portugal","Rape","Convicted person","Total","Number","77",""
"2017","Portugal","Sexual assault","Convicted person","Total","Number","412",""
"2017","Romania","Intentional homicide","Convicted person","Total","Number","781",""
"2017","Romania","Rape","Convicted person","Total","Number","291",""
"2017","Romania","Sexual assault","Convicted person","Total","Number","33",""
"2017","Slovenia","Intentional homicide","Convicted person","Total","Number","21",""
"2017","Slovenia","Rape","Convicted person","Total","Number","13",""
"2017","Slovenia","Sexual assault","Convicted person","Total","Number","13",""
"2017","Slovakia","Intentional homicide","Convicted person","Total","Number","31",""
"2017","Slovakia","Rape","Convicted person","Total","Number","25",""
"2017","Slovakia","Sexual assault","Convicted person","Total","Number","18",""
"2017","Finland","Intentional homicide","Convicted person","Total","Number","48",""
"2017","Finland","Rape","Convicted person","Total","Number","185",""
"2017","Finland","Sexual assault","Convicted person","Total","Number","361",""
"2017","Sweden","Intentional homicide","Convicted person","Total","Number","143",""
"2017","Sweden","Rape","Convicted person","Total","Number","288",""
"2017","Sweden","Sexual assault","Convicted person","Total","Number","575",""
"2017","Iceland","Intentional homicide","Convicted person","Total","Number",":",""
"2017","Iceland","Rape","Convicted person","Total","Number",":",""
"2017","Iceland","Sexual assault","Convicted person","Total","Number",":",""
"2017","Liechtenstein","Intentional homicide","Convicted person","Total","Number",":",""
"2017","Liechtenstein","Rape","Convicted person","Total","Number",":",""
"2017","Liechtenstein","Sexual assault","Convicted person","Total","Number",":",""
"2017","Norway","Intentional homicide","Convicted person","Total","Number","31",""
"2017","Norway","Rape","Convicted person","Total","Number","212",""
"2017","Norway","Sexual assault","Convicted person","Total","Number","279",""
"2017","Switzerland","Intentional homicide","Convicted person","Total","Number","33",""
"2017","Switzerland","Rape","Convicted person","Total","Number","112",""
"2017","Switzerland","Sexual assault","Convicted person","Total","Number","621",""
"2017","England and Wales","Intentional homicide","Convicted person","Total","Number",":",""
"2017","England and Wales","Rape","Convicted person","Total","Number",":",""
"2017","England and Wales","Sexual assault","Convicted person","Total","Number",":",""
"2017","Scotland","Intentional homicide","Convicted person","Total","Number","30",""
"2017","Scotland","Rape","Convicted person","Total","Number","101",""
"2017","Scotland","Sexual assault","Convicted person","Total","Number","302",""
"2017","Northern Ireland (UK)","Intentional homicide","Convicted person","Total","Number","11",""
"2017","Northern Ireland (UK)","Rape","Convicted person","Total","Number","17",""
"2017","Northern Ireland (UK)","Sexual assault","Convicted person","Total","Number","147",""
"2017","Montenegro","Intentional homicide","Convicted person","Total","Number","12",""
"2017","Montenegro","Rape","Convicted person","Total","Number","5",""
"2017","Montenegro","Sexual assault","Convicted person","Total","Number","10",""
"2018","Belgium","Intentional homicide","Convicted person","Total","Number",":",""
"2018","Belgium","Rape","Convicted person","Total","Number",":",""
"2018","Belgium","Sexual assault","Convicted person","Total","Number",":",""
"2018","Bulgaria","Intentional homicide","Convicted person","Total","Number","72",""
"2018","Bulgaria","Rape","Convicted person","Total","Number","65",""
"2018","Bulgaria","Sexual assault","Convicted person","Total","Number","81",""
"2018","Czechia","Intentional homicide","Convicted person","Total","Number","103",""
"2018","Czechia","Rape","Convicted person","Total","Number","205",""
"2018","Czechia","Sexual assault","Convicted person","Total","Number","372",""
"2018","Denmark","Intentional homicide","Convicted person","Total","Number","32",""
"2018","Denmark","Rape","Convicted person","Total","Number","216",""
"2018","Denmark","Sexual assault","Convicted person","Total","Number","376",""
"2018","Germany (until 1990 former territory of the FRG)","Intentional homicide","Convicted person","Total","Number","297",""
"2018","Germany (until 1990 former territory of the FRG)","Rape","Convicted person","Total","Number","1,139",""
"2018","Germany (until 1990 former territory of the FRG)","Sexual assault","Convicted person","Total","Number","3,409",""
"2018","Estonia","Intentional homicide","Convicted person","Total","Number","28",""
"2018","Estonia","Rape","Convicted person","Total","Number","40",""
"2018","Estonia","Sexual assault","Convicted person","Total","Number","37",""
"2018","Ireland","Intentional homicide","Convicted person","Total","Number",":",""
"2018","Ireland","Rape","Convicted person","Total","Number",":",""
"2018","Ireland","Sexual assault","Convicted person","Total","Number",":",""
"2018","Greece","Intentional homicide","Convicted person","Total","Number",":",""
"2018","Greece","Rape","Convicted person","Total","Number",":",""
"2018","Greece","Sexual assault","Convicted person","Total","Number",":",""
"2018","Spain","Intentional homicide","Convicted person","Total","Number","160",""
"2018","Spain","Rape","Convicted person","Total","Number","35",""
"2018","Spain","Sexual assault","Convicted person","Total","Number","378",""
"2018","France","Intentional homicide","Convicted person","Total","Number","315",""
"2018","France","Rape","Convicted person","Total","Number","967",""
"2018","France","Sexual assault","Convicted person","Total","Number","5,304",""
"2018","Croatia","Intentional homicide","Convicted person","Total","Number","54",""
"2018","Croatia","Rape","Convicted person","Total","Number","85",""
"2018","Croatia","Sexual assault","Convicted person","Total","Number","29",""
"2018","Italy","Intentional homicide","Convicted person","Total","Number","672",""
"2018","Italy","Rape","Convicted person","Total","Number",":",""
"2018","Italy","Sexual assault","Convicted person","Total","Number",":",""
"2018","Cyprus","Intentional homicide","Convicted person","Total","Number","2",""
"2018","Cyprus","Rape","Convicted person","Total","Number","11",""
"2018","Cyprus","Sexual assault","Convicted person","Total","Number","24",""
"2018","Latvia","Intentional homicide","Convicted person","Total","Number","157",""
"2018","Latvia","Rape","Convicted person","Total","Number","53",""
"2018","Latvia","Sexual assault","Convicted person","Total","Number","33",""
"2018","Lithuania","Intentional homicide","Convicted person","Total","Number","114",""
"2018","Lithuania","Rape","Convicted person","Total","Number","60",""
"2018","Lithuania","Sexual assault","Convicted person","Total","Number","90",""
"2018","Luxembourg","Intentional homicide","Convicted person","Total","Number","0",""
"2018","Luxembourg","Rape","Convicted person","Total","Number","12",""
"2018","Luxembourg","Sexual assault","Convicted person","Total","Number","1",""
"2018","Hungary","Intentional homicide","Convicted person","Total","Number","86",""
"2018","Hungary","Rape","Convicted person","Total","Number","246",""
"2018","Hungary","Sexual assault","Convicted person","Total","Number","72",""
"2018","Malta","Intentional homicide","Convicted person","Total","Number","7",""
"2018","Malta","Rape","Convicted person","Total","Number","8",""
"2018","Malta","Sexual assault","Convicted person","Total","Number","8",""
"2018","Netherlands","Intentional homicide","Convicted person","Total","Number","585",""
"2018","Netherlands","Rape","Convicted person","Total","Number","298",""
"2018","Netherlands","Sexual assault","Convicted person","Total","Number","200",""
"2018","Austria","Intentional homicide","Convicted person","Total","Number","96",""
"2018","Austria","Rape","Convicted person","Total","Number","229",""
"2018","Austria","Sexual assault","Convicted person","Total","Number","519",""
"2018","Poland","Intentional homicide","Convicted person","Total","Number","173",""
"2018","Poland","Rape","Convicted person","Total","Number","376",""
"2018","Poland","Sexual assault","Convicted person","Total","Number","156",""
"2018","Portugal","Intentional homicide","Convicted person","Total","Number","78",""
"2018","Portugal","Rape","Convicted person","Total","Number","76",""
"2018","Portugal","Sexual assault","Convicted person","Total","Number","373",""
"2018","Romania","Intentional homicide","Convicted person","Total","Number","686",""
"2018","Romania","Rape","Convicted person","Total","Number","432",""
"2018","Romania","Sexual assault","Convicted person","Total","Number","29",""
"2018","Slovenia","Intentional homicide","Convicted person","Total","Number","35",""
"2018","Slovenia","Rape","Convicted person","Total","Number","10",""
"2018","Slovenia","Sexual assault","Convicted person","Total","Number","12",""
"2018","Slovakia","Intentional homicide","Convicted person","Total","Number","37",""
"2018","Slovakia","Rape","Convicted person","Total","Number","53",""
"2018","Slovakia","Sexual assault","Convicted person","Total","Number","42",""
"2018","Finland","Intentional homicide","Convicted person","Total","Number","40",""
"2018","Finland","Rape","Convicted person","Total","Number","181",""
"2018","Finland","Sexual assault","Convicted person","Total","Number","357",""
"2018","Sweden","Intentional homicide","Convicted person","Total","Number","170",""
"2018","Sweden","Rape","Convicted person","Total","Number","378",""
"2018","Sweden","Sexual assault","Convicted person","Total","Number","615",""
"2018","Iceland","Intentional homicide","Convicted person","Total","Number",":",""
"2018","Iceland","Rape","Convicted person","Total","Number","12",""
"2018","Iceland","Sexual assault","Convicted person","Total","Number",":",""
"2018","Liechtenstein","Intentional homicide","Convicted person","Total","Number",":",""
"2018","Liechtenstein","Rape","Convicted person","Total","Number",":",""
"2018","Liechtenstein","Sexual assault","Convicted person","Total","Number",":",""
"2018","Norway","Intentional homicide","Convicted person","Total","Number","24",""
"2018","Norway","Rape","Convicted person","Total","Number","214",""
"2018","Norway","Sexual assault","Convicted person","Total","Number","305",""
"2018","Switzerland","Intentional homicide","Convicted person","Total","Number","32",""
"2018","Switzerland","Rape","Convicted person","Total","Number","91",""
"2018","Switzerland","Sexual assault","Convicted person","Total","Number","481",""
"2018","England and Wales","Intentional homicide","Convicted person","Total","Number",":",""
"2018","England and Wales","Rape","Convicted person","Total","Number",":",""
"2018","England and Wales","Sexual assault","Convicted person","Total","Number",":",""
"2018","Scotland","Intentional homicide","Convicted person","Total","Number",":",""
"2018","Scotland","Rape","Convicted person","Total","Number",":",""
"2018","Scotland","Sexual assault","Convicted person","Total","Number",":",""
"2018","Northern Ireland (UK)","Intentional homicide","Convicted person","Total","Number","16",""
"2018","Northern Ireland (UK)","Rape","Convicted person","Total","Number","9",""
"2018","Northern Ireland (UK)","Sexual assault","Convicted person","Total","Number","175",""
"2018","Montenegro","Intentional homicide","Convicted person","Total","Number","6",""
"2018","Montenegro","Rape","Convicted person","Total","Number","2",""
"2018","Montenegro","Sexual assault","Convicted person","Total","Number","8",""
"2019","Belgium","Intentional homicide","Convicted person","Total","Number",":",""
"2019","Belgium","Rape","Convicted person","Total","Number",":",""
"2019","Belgium","Sexual assault","Convicted person","Total","Number",":",""
"2019","Bulgaria","Intentional homicide","Convicted person","Total","Number","57",""
"2019","Bulgaria","Rape","Convicted person","Total","Number","40",""
"2019","Bulgaria","Sexual assault","Convicted person","Total","Number","90",""
"2019","Czechia","Intentional homicide","Convicted person","Total","Number","76",""
"2019","Czechia","Rape","Convicted person","Total","Number","224",""
"2019","Czechia","Sexual assault","Convicted person","Total","Number","385",""
"2019","Denmark","Intentional homicide","Convicted person","Total","Number","23",""
"2019","Denmark","Rape","Convicted person","Total","Number","257",""
"2019","Denmark","Sexual assault","Convicted person","Total","Number","691",""
"2019","Germany (until 1990 former territory of the FRG)","Intentional homicide","Convicted person","Total","Number","342",""
"2019","Germany (until 1990 former territory of the FRG)","Rape","Convicted person","Total","Number","1,198",""
"2019","Germany (until 1990 former territory of the FRG)","Sexual assault","Convicted person","Total","Number","3,743",""
"2019","Estonia","Intentional homicide","Convicted person","Total","Number","35",""
"2019","Estonia","Rape","Convicted person","Total","Number","44",""
"2019","Estonia","Sexual assault","Convicted person","Total","Number","21",""
"2019","Ireland","Intentional homicide","Convicted person","Total","Number",":",""
"2019","Ireland","Rape","Convicted person","Total","Number",":",""
"2019","Ireland","Sexual assault","Convicted person","Total","Number",":",""
"2019","Greece","Intentional homicide","Convicted person","Total","Number",":",""
"2019","Greece","Rape","Convicted person","Total","Number",":",""
"2019","Greece","Sexual assault","Convicted person","Total","Number",":",""
"2019","Spain","Intentional homicide","Convicted person","Total","Number","203",""
"2019","Spain","Rape","Convicted person","Total","Number","39",""
"2019","Spain","Sexual assault","Convicted person","Total","Number","417",""
"2019","France","Intentional homicide","Convicted person","Total","Number",":",""
"2019","France","Rape","Convicted person","Total","Number",":",""
"2019","France","Sexual assault","Convicted person","Total","Number",":",""
"2019","Croatia","Intentional homicide","Convicted person","Total","Number","75",""
"2019","Croatia","Rape","Convicted person","Total","Number","82",""
"2019","Croatia","Sexual assault","Convicted person","Total","Number","29",""
"2019","Italy","Intentional homicide","Convicted person","Total","Number",":",""
"2019","Italy","Rape","Convicted person","Total","Number",":",""
"2019","Italy","Sexual assault","Convicted person","Total","Number",":",""
"2019","Cyprus","Intentional homicide","Convicted person","Total","Number","7",""
"2019","Cyprus","Rape","Convicted person","Total","Number","5",""
"2019","Cyprus","Sexual assault","Convicted person","Total","Number","26",""
"2019","Latvia","Intentional homicide","Convicted person","Total","Number","121",""
"2019","Latvia","Rape","Convicted person","Total","Number","65",""
"2019","Latvia","Sexual assault","Convicted person","Total","Number","53",""
"2019","Lithuania","Intentional homicide","Convicted person","Total","Number","95",""
"2019","Lithuania","Rape","Convicted person","Total","Number","51",""
"2019","Lithuania","Sexual assault","Convicted person","Total","Number","48",""
"2019","Luxembourg","Intentional homicide","Convicted person","Total","Number","1",""
"2019","Luxembourg","Rape","Convicted person","Total","Number","18",""
"2019","Luxembourg","Sexual assault","Convicted person","Total","Number",":",""
"2019","Hungary","Intentional homicide","Convicted person","Total","Number","87",""
"2019","Hungary","Rape","Convicted person","Total","Number","233",""
"2019","Hungary","Sexual assault","Convicted person","Total","Number","72",""
"2019","Malta","Intentional homicide","Convicted person","Total","Number","7",""
"2019","Malta","Rape","Convicted person","Total","Number","8",""
"2019","Malta","Sexual assault","Convicted person","Total","Number","8",""
"2019","Netherlands","Intentional homicide","Convicted person","Total","Number","586",""
"2019","Netherlands","Rape","Convicted person","Total","Number","277",""
"2019","Netherlands","Sexual assault","Convicted person","Total","Number","232",""
"2019","Austria","Intentional homicide","Convicted person","Total","Number","108",""
"2019","Austria","Rape","Convicted person","Total","Number","195",""
"2019","Austria","Sexual assault","Convicted person","Total","Number","493",""
"2019","Poland","Intentional homicide","Convicted person","Total","Number",":",""
"2019","Poland","Rape","Convicted person","Total","Number",":",""
"2019","Poland","Sexual assault","Convicted person","Total","Number",":",""
"2019","Portugal","Intentional homicide","Convicted person","Total","Number","62",""
"2019","Portugal","Rape","Convicted person","Total","Number","88",""
"2019","Portugal","Sexual assault","Convicted person","Total","Number","398",""
"2019","Romania","Intentional homicide","Convicted person","Total","Number","735",""
"2019","Romania","Rape","Convicted person","Total","Number","432",""
"2019","Romania","Sexual assault","Convicted person","Total","Number","79",""
"2019","Slovenia","Intentional homicide","Convicted person","Total","Number","19",""
"2019","Slovenia","Rape","Convicted person","Total","Number","12",""
"2019","Slovenia","Sexual assault","Convicted person","Total","Number","12",""
"2019","Slovakia","Intentional homicide","Convicted person","Total","Number","36",""
"2019","Slovakia","Rape","Convicted person","Total","Number","56",""
"2019","Slovakia","Sexual assault","Convicted person","Total","Number","69",""
"2019","Finland","Intentional homicide","Convicted person","Total","Number","54",""
"2019","Finland","Rape","Convicted person","Total","Number","187",""
"2019","Finland","Sexual assault","Convicted person","Total","Number","341",""
"2019","Sweden","Intentional homicide","Convicted person","Total","Number","195",""
"2019","Sweden","Rape","Convicted person","Total","Number","476",""
"2019","Sweden","Sexual assault","Convicted person","Total","Number","646",""
"2019","Iceland","Intentional homicide","Convicted person","Total","Number",":",""
"2019","Iceland","Rape","Convicted person","Total","Number",":",""
"2019","Iceland","Sexual assault","Convicted person","Total","Number",":",""
"2019","Liechtenstein","Intentional homicide","Convicted person","Total","Number",":",""
"2019","Liechtenstein","Rape","Convicted person","Total","Number",":",""
"2019","Liechtenstein","Sexual assault","Convicted person","Total","Number",":",""
"2019","Norway","Intentional homicide","Convicted person","Total","Number","22",""
"2019","Norway","Rape","Convicted person","Total","Number","243",""
"2019","Norway","Sexual assault","Convicted person","Total","Number","275",""
"2019","Switzerland","Intentional homicide","Convicted person","Total","Number","17",""
"2019","Switzerland","Rape","Convicted person","Total","Number","80",""
"2019","Switzerland","Sexual assault","Convicted person","Total","Number","455",""
"2019","England and Wales","Intentional homicide","Convicted person","Total","Number",":",""
"2019","England and Wales","Rape","Convicted person","Total","Number",":",""
"2019","England and Wales","Sexual assault","Convicted person","Total","Number",":",""
"2019","Scotland","Intentional homicide","Convicted person","Total","Number",":",""
"2019","Scotland","Rape","Convicted person","Total","Number",":",""
"2019","Scotland","Sexual assault","Convicted person","Total","Number",":",""
"2019","Northern Ireland (UK)","Intentional homicide","Convicted person","Total","Number",":",""
"2019","Northern Ireland (UK)","Rape","Convicted person","Total","Number",":",""
"2019","Northern Ireland (UK)","Sexual assault","Convicted person","Total","Number",":",""
"2019","Montenegro","Intentional homicide","Convicted person","Total","Number","10",""
"2019","Montenegro","Rape","Convicted person","Total","Number","11",""
"2019","Montenegro","Sexual assault","Convicted person","Total","Number","20",""
